"Ateneo","Nome Corso","Classe","ID Indicatore","Anno accademico","Numeratore"
"Università di Modena e Reggio Emilia","0360106200200001 - BIOTECNOLOGIE","L-2 - Biotecnologie","iC21","2024","43.000"
"Federico II","0630106200200002 - Corso di laurea in Biotecnologie Biomolecolari e Industriali","L-2 - Biotecnologie","iC14","2020","21.000"
"Federico II","0630106200200002 - Corso di laurea in Biotecnologie Biomolecolari e Industriali","L-2 - Biotecnologie","iC14","2021","30.000"
"Federico II","0630106200200002 - Corso di laurea in Biotecnologie Biomolecolari e Industriali","L-2 - Biotecnologie","iC14","2022","27.000"
"Federico II","0630106200200002 - Corso di laurea in Biotecnologie Biomolecolari e Industriali","L-2 - Biotecnologie","iC14","2023","28.000"
"Federico II","0630106200200002 - Corso di laurea in Biotecnologie Biomolecolari e Industriali","L-2 - Biotecnologie","iC14","2024","34.000"
"Federico II","0630106200200002 - Corso di laurea in Biotecnologie Biomolecolari e Industriali","L-2 - Biotecnologie","iC21","2020","41.000"
"Federico II","0630106200200002 - Corso di laurea in Biotecnologie Biomolecolari e Industriali","L-2 - Biotecnologie","iC21","2021","45.000"
"Federico II","0630106200200002 - Corso di laurea in Biotecnologie Biomolecolari e Industriali","L-2 - Biotecnologie","iC21","2022","44.000"
"Federico II","0630106200200002 - Corso di laurea in Biotecnologie Biomolecolari e Industriali","L-2 - Biotecnologie","iC21","2023","44.000"
"Federico II","0630106200200002 - Corso di laurea in Biotecnologie Biomolecolari e Industriali","L-2 - Biotecnologie","iC21","2024","56.000"
"Federico II","0630106200200004 - Biotecnologie per la Salute","L-2 - Biotecnologie","iC14","2020","164.000"
"Federico II","0630106200200004 - Biotecnologie per la Salute","L-2 - Biotecnologie","iC14","2021","125.000"
"Federico II","0630106200200004 - Biotecnologie per la Salute","L-2 - Biotecnologie","iC14","2022","141.000"
"Federico II","0630106200200004 - Biotecnologie per la Salute","L-2 - Biotecnologie","iC14","2023","151.000"
"Federico II","0630106200200004 - Biotecnologie per la Salute","L-2 - Biotecnologie","iC14","2024","199.000"
"Federico II","0630106200200004 - Biotecnologie per la Salute","L-2 - Biotecnologie","iC21","2020","320.000"
"Federico II","0630106200200004 - Biotecnologie per la Salute","L-2 - Biotecnologie","iC21","2021","325.000"
"Federico II","0630106200200004 - Biotecnologie per la Salute","L-2 - Biotecnologie","iC21","2022","310.000"
"Federico II","0630106200200004 - Biotecnologie per la Salute","L-2 - Biotecnologie","iC21","2023","348.000"
"Federico II","0630106200200004 - Biotecnologie per la Salute","L-2 - Biotecnologie","iC21","2024","254.000"
"Università Vanvitelli","0630606200200002 - Biotecnologie","L-2 - Biotecnologie","iC14","2020","55.000"
"Università Vanvitelli","0630606200200002 - Biotecnologie","L-2 - Biotecnologie","iC14","2021","40.000"
"Università Vanvitelli","0630606200200002 - Biotecnologie","L-2 - Biotecnologie","iC14","2022","26.000"
"Università Vanvitelli","0630606200200002 - Biotecnologie","L-2 - Biotecnologie","iC14","2023","30.000"
"Università Vanvitelli","0630606200200002 - Biotecnologie","L-2 - Biotecnologie","iC14","2024","32.000"
"Università Vanvitelli","0630606200200002 - Biotecnologie","L-2 - Biotecnologie","iC21","2020","114.000"
"Università Vanvitelli","0630606200200002 - Biotecnologie","L-2 - Biotecnologie","iC21","2021","99.000"
"Università Vanvitelli","0630606200200002 - Biotecnologie","L-2 - Biotecnologie","iC21","2022","91.000"
"Università Vanvitelli","0630606200200002 - Biotecnologie","L-2 - Biotecnologie","iC21","2023","91.000"
"Università Vanvitelli","0630606200200002 - Biotecnologie","L-2 - Biotecnologie","iC21","2024","56.000"
"Università di Padova","0280106200200001 - Biotecnologie","L-2 - Biotecnologie","iC14","2020","74.000"
"Università di Padova","0280106200200001 - Biotecnologie","L-2 - Biotecnologie","iC14","2021","101.000"
"Università di Padova","0280106200200001 - Biotecnologie","L-2 - Biotecnologie","iC14","2022","113.000"
"Università di Padova","0280106200200001 - Biotecnologie","L-2 - Biotecnologie","iC14","2023","120.000"
"Università di Padova","0280106200200001 - Biotecnologie","L-2 - Biotecnologie","iC14","2024","125.000"
"Università di Padova","0280106200200001 - Biotecnologie","L-2 - Biotecnologie","iC21","2020","124.000"
"Università di Padova","0280106200200001 - Biotecnologie","L-2 - Biotecnologie","iC21","2021","156.000"
"Università di Padova","0280106200200001 - Biotecnologie","L-2 - Biotecnologie","iC21","2022","177.000"
"Università di Padova","0280106200200001 - Biotecnologie","L-2 - Biotecnologie","iC21","2023","177.000"
"Università di Padova","0280106200200001 - Biotecnologie","L-2 - Biotecnologie","iC21","2024","145.000"
"Università di Palermo","0820106200200001 - Biotecnologie","L-2 - Biotecnologie","iC14","2020","46.000"
"Università di Palermo","0820106200200001 - Biotecnologie","L-2 - Biotecnologie","iC14","2021","48.000"
"Università di Palermo","0820106200200001 - Biotecnologie","L-2 - Biotecnologie","iC14","2022","39.000"
"Università di Palermo","0820106200200001 - Biotecnologie","L-2 - Biotecnologie","iC14","2023","44.000"
"Università di Palermo","0820106200200001 - Biotecnologie","L-2 - Biotecnologie","iC14","2024","52.000"
"Università di Palermo","0820106200200001 - Biotecnologie","L-2 - Biotecnologie","iC21","2020","68.000"
"Università di Palermo","0820106200200001 - Biotecnologie","L-2 - Biotecnologie","iC21","2021","73.000"
"Università di Palermo","0820106200200001 - Biotecnologie","L-2 - Biotecnologie","iC21","2022","60.000"
"Università di Palermo","0820106200200001 - Biotecnologie","L-2 - Biotecnologie","iC21","2023","77.000"
"Università di Palermo","0820106200200001 - Biotecnologie","L-2 - Biotecnologie","iC21","2024","60.000"
"Università di Parma","0340106200200002 - Biotecnologie","L-2 - Biotecnologie","iC14","2020","65.000"
"Università di Parma","0340106200200002 - Biotecnologie","L-2 - Biotecnologie","iC14","2021","63.000"
"Università di Parma","0340106200200002 - Biotecnologie","L-2 - Biotecnologie","iC14","2022","68.000"
"Università di Parma","0340106200200002 - Biotecnologie","L-2 - Biotecnologie","iC14","2023","59.000"
"Università di Parma","0340106200200002 - Biotecnologie","L-2 - Biotecnologie","iC14","2024","59.000"
"Università di Parma","0340106200200002 - Biotecnologie","L-2 - Biotecnologie","iC21","2020","90.000"
"Università di Parma","0340106200200002 - Biotecnologie","L-2 - Biotecnologie","iC21","2021","83.000"
"Università di Parma","0340106200200002 - Biotecnologie","L-2 - Biotecnologie","iC21","2022","84.000"
"Università di Parma","0340106200200002 - Biotecnologie","L-2 - Biotecnologie","iC21","2023","89.000"
"Università di Parma","0340106200200002 - Biotecnologie","L-2 - Biotecnologie","iC21","2024","67.000"
"Università di Pavia","0180106200200002 - Biotecnologie","L-2 - Biotecnologie","iC14","2020","99.000"
"Università di Pavia","0180106200200002 - Biotecnologie","L-2 - Biotecnologie","iC14","2021","101.000"
"Università di Pavia","0180106200200002 - Biotecnologie","L-2 - Biotecnologie","iC14","2022","89.000"
"Università di Pavia","0180106200200002 - Biotecnologie","L-2 - Biotecnologie","iC14","2023","89.000"
"Università di Pavia","0180106200200002 - Biotecnologie","L-2 - Biotecnologie","iC14","2024","106.000"
"Università di Pavia","0180106200200002 - Biotecnologie","L-2 - Biotecnologie","iC21","2020","125.000"
"Università di Pavia","0180106200200002 - Biotecnologie","L-2 - Biotecnologie","iC21","2021","132.000"
"Università di Pavia","0180106200200002 - Biotecnologie","L-2 - Biotecnologie","iC21","2022","115.000"
"Università di Pavia","0180106200200002 - Biotecnologie","L-2 - Biotecnologie","iC21","2023","116.000"
"Università di Pavia","0180106200200002 - Biotecnologie","L-2 - Biotecnologie","iC21","2024","112.000"
"Università di Perugia","0540106200200003 - Biotecnologie","L-2 - Biotecnologie","iC14","2020","194.000"
"Università di Perugia","0540106200200003 - Biotecnologie","L-2 - Biotecnologie","iC14","2021","176.000"
"Università di Perugia","0540106200200003 - Biotecnologie","L-2 - Biotecnologie","iC14","2022","154.000"
"Università di Perugia","0540106200200003 - Biotecnologie","L-2 - Biotecnologie","iC14","2023","138.000"
"Università di Perugia","0540106200200003 - Biotecnologie","L-2 - Biotecnologie","iC14","2024","129.000"
"Università di Perugia","0540106200200003 - Biotecnologie","L-2 - Biotecnologie","iC21","2020","402.000"
"Università di Perugia","0540106200200003 - Biotecnologie","L-2 - Biotecnologie","iC21","2021","520.000"
"Università di Perugia","0540106200200003 - Biotecnologie","L-2 - Biotecnologie","iC21","2022","453.000"
"Università di Perugia","0540106200200003 - Biotecnologie","L-2 - Biotecnologie","iC21","2023","342.000"
"Università di Perugia","0540106200200003 - Biotecnologie","L-2 - Biotecnologie","iC21","2024","227.000"
"Piemonte Orientale","0020106200200004 - Biotecnologie","L-2 - Biotecnologie","iC14","2020","192.000"
"Piemonte Orientale","0020106200200004 - Biotecnologie","L-2 - Biotecnologie","iC14","2021","195.000"
"Piemonte Orientale","0020106200200004 - Biotecnologie","L-2 - Biotecnologie","iC14","2022","173.000"
"Piemonte Orientale","0020106200200004 - Biotecnologie","L-2 - Biotecnologie","iC14","2023","221.000"
"Piemonte Orientale","0020106200200004 - Biotecnologie","L-2 - Biotecnologie","iC14","2024","236.000"
"Piemonte Orientale","0020106200200004 - Biotecnologie","L-2 - Biotecnologie","iC21","2020","323.000"
"Piemonte Orientale","0020106200200004 - Biotecnologie","L-2 - Biotecnologie","iC21","2021","364.000"
"Piemonte Orientale","0020106200200004 - Biotecnologie","L-2 - Biotecnologie","iC21","2022","348.000"
"Piemonte Orientale","0020106200200004 - Biotecnologie","L-2 - Biotecnologie","iC21","2023","514.000"
"Piemonte Orientale","0020106200200004 - Biotecnologie","L-2 - Biotecnologie","iC21","2024","386.000"
"Università di Pisa","0500106200200004 - BIOTECNOLOGIE","L-2 - Biotecnologie","iC14","2020","45.000"
"Università di Pisa","0500106200200004 - BIOTECNOLOGIE","L-2 - Biotecnologie","iC14","2021","52.000"
"Università di Pisa","0500106200200004 - BIOTECNOLOGIE","L-2 - Biotecnologie","iC14","2022","34.000"
"Università di Pisa","0500106200200004 - BIOTECNOLOGIE","L-2 - Biotecnologie","iC14","2023","36.000"
"Università di Pisa","0500106200200004 - BIOTECNOLOGIE","L-2 - Biotecnologie","iC14","2024","46.000"
"Università di Pisa","0500106200200004 - BIOTECNOLOGIE","L-2 - Biotecnologie","iC21","2020","57.000"
"Università di Pisa","0500106200200004 - BIOTECNOLOGIE","L-2 - Biotecnologie","iC21","2021","63.000"
"Università di Pisa","0500106200200004 - BIOTECNOLOGIE","L-2 - Biotecnologie","iC21","2022","55.000"
"Università di Pisa","0500106200200004 - BIOTECNOLOGIE","L-2 - Biotecnologie","iC21","2023","54.000"
"Università di Pisa","0500106200200004 - BIOTECNOLOGIE","L-2 - Biotecnologie","iC21","2024","50.000"
"La Sapienza","0580106200200001 - Biotecnologie Agro-Alimentari e Industriali","L-2 - Biotecnologie","iC14","2020","25.000"
"La Sapienza","0580106200200001 - Biotecnologie Agro-Alimentari e Industriali","L-2 - Biotecnologie","iC14","2021","30.000"
"La Sapienza","0580106200200001 - Biotecnologie Agro-Alimentari e Industriali","L-2 - Biotecnologie","iC14","2022","25.000"
"La Sapienza","0580106200200001 - Biotecnologie Agro-Alimentari e Industriali","L-2 - Biotecnologie","iC14","2023","21.000"
"La Sapienza","0580106200200001 - Biotecnologie Agro-Alimentari e Industriali","L-2 - Biotecnologie","iC14","2024","22.000"
"La Sapienza","0580106200200001 - Biotecnologie Agro-Alimentari e Industriali","L-2 - Biotecnologie","iC21","2020","32.000"
"La Sapienza","0580106200200001 - Biotecnologie Agro-Alimentari e Industriali","L-2 - Biotecnologie","iC21","2021","35.000"
"La Sapienza","0580106200200001 - Biotecnologie Agro-Alimentari e Industriali","L-2 - Biotecnologie","iC21","2022","36.000"
"La Sapienza","0580106200200001 - Biotecnologie Agro-Alimentari e Industriali","L-2 - Biotecnologie","iC21","2023","26.000"
"La Sapienza","0580106200200001 - Biotecnologie Agro-Alimentari e Industriali","L-2 - Biotecnologie","iC21","2024","30.000"
"La Sapienza","0580106200200002 - Biotecnologie","L-2 - Biotecnologie","iC14","2020","46.000"
"La Sapienza","0580106200200002 - Biotecnologie","L-2 - Biotecnologie","iC14","2021","49.000"
"La Sapienza","0580106200200002 - Biotecnologie","L-2 - Biotecnologie","iC14","2022","47.000"
"La Sapienza","0580106200200002 - Biotecnologie","L-2 - Biotecnologie","iC14","2023","43.000"
"La Sapienza","0580106200200002 - Biotecnologie","L-2 - Biotecnologie","iC14","2024","72.000"
"La Sapienza","0580106200200002 - Biotecnologie","L-2 - Biotecnologie","iC21","2020","102.000"
"La Sapienza","0580106200200002 - Biotecnologie","L-2 - Biotecnologie","iC21","2021","94.000"
"La Sapienza","0580106200200002 - Biotecnologie","L-2 - Biotecnologie","iC21","2022","87.000"
"La Sapienza","0580106200200002 - Biotecnologie","L-2 - Biotecnologie","iC21","2023","85.000"
"La Sapienza","0580106200200002 - Biotecnologie","L-2 - Biotecnologie","iC21","2024","86.000"
"La Sapienza","0580106200200003 - Bioinformatica","L-2 - Biotecnologie","iC14","2020","22.000"
"La Sapienza","0580106200200003 - Bioinformatica","L-2 - Biotecnologie","iC14","2021","25.000"
"La Sapienza","0580106200200003 - Bioinformatica","L-2 - Biotecnologie","iC14","2022","24.000"
"La Sapienza","0580106200200003 - Bioinformatica","L-2 - Biotecnologie","iC14","2023","19.000"
"La Sapienza","0580106200200003 - Bioinformatica","L-2 - Biotecnologie","iC14","2024","26.000"
"La Sapienza","0580106200200003 - Bioinformatica","L-2 - Biotecnologie","iC21","2020","29.000"
"La Sapienza","0580106200200003 - Bioinformatica","L-2 - Biotecnologie","iC21","2021","29.000"
"La Sapienza","0580106200200003 - Bioinformatica","L-2 - Biotecnologie","iC21","2022","27.000"
"La Sapienza","0580106200200003 - Bioinformatica","L-2 - Biotecnologie","iC21","2023","20.000"
"La Sapienza","0580106200200003 - Bioinformatica","L-2 - Biotecnologie","iC21","2024","29.000"
"Tor Vergata","0580206200200001 - Biotecnologie","L-2 - Biotecnologie","iC14","2020","43.000"
"Tor Vergata","0580206200200001 - Biotecnologie","L-2 - Biotecnologie","iC14","2021","45.000"
"Tor Vergata","0580206200200001 - Biotecnologie","L-2 - Biotecnologie","iC14","2022","40.000"
"Tor Vergata","0580206200200001 - Biotecnologie","L-2 - Biotecnologie","iC14","2023","38.000"
"Tor Vergata","0580206200200001 - Biotecnologie","L-2 - Biotecnologie","iC14","2024","26.000"
"Tor Vergata","0580206200200001 - Biotecnologie","L-2 - Biotecnologie","iC21","2020","61.000"
"Tor Vergata","0580206200200001 - Biotecnologie","L-2 - Biotecnologie","iC21","2021","61.000"
"Tor Vergata","0580206200200001 - Biotecnologie","L-2 - Biotecnologie","iC21","2022","57.000"
"Tor Vergata","0580206200200001 - Biotecnologie","L-2 - Biotecnologie","iC21","2023","63.000"
"Tor Vergata","0580206200200001 - Biotecnologie","L-2 - Biotecnologie","iC21","2024","38.000"
"Università del Sannio","0620106200200003 - BIOTECNOLOGIE","L-2 - Biotecnologie","iC14","2020","28.000"
"Università del Sannio","0620106200200003 - BIOTECNOLOGIE","L-2 - Biotecnologie","iC14","2021","45.000"
"Università del Sannio","0620106200200003 - BIOTECNOLOGIE","L-2 - Biotecnologie","iC14","2022","62.000"
"Università del Sannio","0620106200200003 - BIOTECNOLOGIE","L-2 - Biotecnologie","iC14","2023","57.000"
"Università del Sannio","0620106200200003 - BIOTECNOLOGIE","L-2 - Biotecnologie","iC14","2024","61.000"
"Università del Sannio","0620106200200003 - BIOTECNOLOGIE","L-2 - Biotecnologie","iC21","2020","76.000"
"Università del Sannio","0620106200200003 - BIOTECNOLOGIE","L-2 - Biotecnologie","iC21","2021","95.000"
"Università del Sannio","0620106200200003 - BIOTECNOLOGIE","L-2 - Biotecnologie","iC21","2022","131.000"
"Università del Sannio","0620106200200003 - BIOTECNOLOGIE","L-2 - Biotecnologie","iC21","2023","103.000"
"Università del Sannio","0620106200200003 - BIOTECNOLOGIE","L-2 - Biotecnologie","iC21","2024","78.000"
"Università di Sassari","0900106200200001 - Biotecnologie e Analisi Bioinformatiche","L-2 - Biotecnologie","iC14","2020","23.000"
"Università di Sassari","0900106200200001 - Biotecnologie e Analisi Bioinformatiche","L-2 - Biotecnologie","iC14","2021","18.000"
"Università di Sassari","0900106200200001 - Biotecnologie e Analisi Bioinformatiche","L-2 - Biotecnologie","iC14","2022","23.000"
"Università di Sassari","0900106200200001 - Biotecnologie e Analisi Bioinformatiche","L-2 - Biotecnologie","iC14","2023","18.000"
"Università di Sassari","0900106200200001 - Biotecnologie e Analisi Bioinformatiche","L-2 - Biotecnologie","iC14","2024","20.000"
"Università di Sassari","0900106200200001 - Biotecnologie e Analisi Bioinformatiche","L-2 - Biotecnologie","iC21","2020","52.000"
"Università di Sassari","0900106200200001 - Biotecnologie e Analisi Bioinformatiche","L-2 - Biotecnologie","iC21","2021","39.000"
"Università di Sassari","0900106200200001 - Biotecnologie e Analisi Bioinformatiche","L-2 - Biotecnologie","iC21","2022","51.000"
"Università di Sassari","0900106200200001 - Biotecnologie e Analisi Bioinformatiche","L-2 - Biotecnologie","iC21","2023","50.000"
"Università di Sassari","0900106200200001 - Biotecnologie e Analisi Bioinformatiche","L-2 - Biotecnologie","iC21","2024","30.000"
"Università di Siena","0520106200200001 - Biotecnologie","L-2 - Biotecnologie","iC14","2020","36.000"
"Università di Siena","0520106200200001 - Biotecnologie","L-2 - Biotecnologie","iC14","2021","47.000"
"Università di Siena","0520106200200001 - Biotecnologie","L-2 - Biotecnologie","iC14","2022","42.000"
"Università di Siena","0520106200200001 - Biotecnologie","L-2 - Biotecnologie","iC14","2023","47.000"
"Università di Siena","0520106200200001 - Biotecnologie","L-2 - Biotecnologie","iC14","2024","38.000"
"Università di Siena","0520106200200001 - Biotecnologie","L-2 - Biotecnologie","iC21","2020","55.000"
"Università di Siena","0520106200200001 - Biotecnologie","L-2 - Biotecnologie","iC21","2021","71.000"
"Università di Siena","0520106200200001 - Biotecnologie","L-2 - Biotecnologie","iC21","2022","66.000"
"Università di Siena","0520106200200001 - Biotecnologie","L-2 - Biotecnologie","iC21","2023","67.000"
"Università di Siena","0520106200200001 - Biotecnologie","L-2 - Biotecnologie","iC21","2024","45.000"
"Università di Teramo","0670106200200002 - Biotecnologie","L-2 - Biotecnologie","iC14","2020","71.000"
"Università di Teramo","0670106200200002 - Biotecnologie","L-2 - Biotecnologie","iC14","2021","93.000"
"Università di Teramo","0670106200200002 - Biotecnologie","L-2 - Biotecnologie","iC14","2022","68.000"
"Università di Teramo","0670106200200002 - Biotecnologie","L-2 - Biotecnologie","iC14","2023","55.000"
"Università di Teramo","0670106200200002 - Biotecnologie","L-2 - Biotecnologie","iC14","2024","51.000"
"Università di Teramo","0670106200200002 - Biotecnologie","L-2 - Biotecnologie","iC21","2020","148.000"
"Università di Teramo","0670106200200002 - Biotecnologie","L-2 - Biotecnologie","iC21","2021","160.000"
"Università di Teramo","0670106200200002 - Biotecnologie","L-2 - Biotecnologie","iC21","2022","124.000"
"Università di Teramo","0670106200200002 - Biotecnologie","L-2 - Biotecnologie","iC21","2023","111.000"
"Università di Teramo","0670106200200002 - Biotecnologie","L-2 - Biotecnologie","iC21","2024","67.000"
"Università di Torino","0010106200200003 - BIOTECNOLOGIE","L-2 - Biotecnologie","iC14","2020","97.000"
"Università di Torino","0010106200200003 - BIOTECNOLOGIE","L-2 - Biotecnologie","iC14","2021","97.000"
"Università di Torino","0010106200200003 - BIOTECNOLOGIE","L-2 - Biotecnologie","iC14","2022","92.000"
"Università di Torino","0010106200200003 - BIOTECNOLOGIE","L-2 - Biotecnologie","iC14","2023","95.000"
"Università di Torino","0010106200200003 - BIOTECNOLOGIE","L-2 - Biotecnologie","iC14","2024","93.000"
"Università di Torino","0010106200200003 - BIOTECNOLOGIE","L-2 - Biotecnologie","iC21","2020","148.000"
"Università di Torino","0010106200200003 - BIOTECNOLOGIE","L-2 - Biotecnologie","iC21","2021","155.000"
"Università di Torino","0010106200200003 - BIOTECNOLOGIE","L-2 - Biotecnologie","iC21","2022","158.000"
"Università di Torino","0010106200200003 - BIOTECNOLOGIE","L-2 - Biotecnologie","iC21","2023","134.000"
"Università di Torino","0010106200200003 - BIOTECNOLOGIE","L-2 - Biotecnologie","iC21","2024","114.000"
"Università di Trento","0220106200200002 - SCIENZE E TECNOLOGIE BIOMOLECOLARI","L-2 - Biotecnologie","iC14","2020","46.000"
"Università di Trento","0220106200200002 - SCIENZE E TECNOLOGIE BIOMOLECOLARI","L-2 - Biotecnologie","iC14","2021","44.000"
"Università di Trento","0220106200200002 - SCIENZE E TECNOLOGIE BIOMOLECOLARI","L-2 - Biotecnologie","iC14","2022","44.000"
"Università di Trento","0220106200200002 - SCIENZE E TECNOLOGIE BIOMOLECOLARI","L-2 - Biotecnologie","iC14","2023","49.000"
"Università di Trento","0220106200200002 - SCIENZE E TECNOLOGIE BIOMOLECOLARI","L-2 - Biotecnologie","iC14","2024","46.000"
"Università di Trento","0220106200200002 - SCIENZE E TECNOLOGIE BIOMOLECOLARI","L-2 - Biotecnologie","iC21","2020","51.000"
"Università di Trento","0220106200200002 - SCIENZE E TECNOLOGIE BIOMOLECOLARI","L-2 - Biotecnologie","iC21","2021","54.000"
"Università di Trento","0220106200200002 - SCIENZE E TECNOLOGIE BIOMOLECOLARI","L-2 - Biotecnologie","iC21","2022","54.000"
"Università di Trento","0220106200200002 - SCIENZE E TECNOLOGIE BIOMOLECOLARI","L-2 - Biotecnologie","iC21","2023","54.000"
"Università di Trento","0220106200200002 - SCIENZE E TECNOLOGIE BIOMOLECOLARI","L-2 - Biotecnologie","iC21","2024","53.000"
"Università di Trieste","0320106201300002 - Scienze e tecnologie biologiche","L-2 - Biotecnologie","iC14","2020","28.000"
"Università di Trieste","0320106201300002 - Scienze e tecnologie biologiche","L-2 - Biotecnologie","iC14","2021","37.000"
"Università di Trieste","0320106201300002 - Scienze e tecnologie biologiche","L-2 - Biotecnologie","iC14","2022","31.000"
"Università di Trieste","0320106201300002 - Scienze e tecnologie biologiche","L-2 - Biotecnologie","iC14","2023","39.000"
"Università di Trieste","0320106201300002 - Scienze e tecnologie biologiche","L-2 - Biotecnologie","iC14","2024","35.000"
"Università di Trieste","0320106201300002 - Scienze e tecnologie biologiche","L-2 - Biotecnologie","iC21","2020","42.000"
"Università di Trieste","0320106201300002 - Scienze e tecnologie biologiche","L-2 - Biotecnologie","iC21","2021","46.000"
"Università di Trieste","0320106201300002 - Scienze e tecnologie biologiche","L-2 - Biotecnologie","iC21","2022","42.000"
"Università di Trieste","0320106201300002 - Scienze e tecnologie biologiche","L-2 - Biotecnologie","iC21","2023","55.000"
"Università di Trieste","0320106201300002 - Scienze e tecnologie biologiche","L-2 - Biotecnologie","iC21","2024","39.000"
"Università della Tuscia","0560106200200005 - Biotecnologie","L-2 - Biotecnologie","iC14","2020","96.000"
"Università della Tuscia","0560106200200005 - Biotecnologie","L-2 - Biotecnologie","iC14","2021","85.000"
"Università della Tuscia","0560106200200005 - Biotecnologie","L-2 - Biotecnologie","iC14","2022","69.000"
"Università della Tuscia","0560106200200005 - Biotecnologie","L-2 - Biotecnologie","iC14","2023","57.000"
"Università della Tuscia","0560106200200005 - Biotecnologie","L-2 - Biotecnologie","iC14","2024","54.000"
"Università della Tuscia","0560106200200005 - Biotecnologie","L-2 - Biotecnologie","iC21","2020","166.000"
"Università della Tuscia","0560106200200005 - Biotecnologie","L-2 - Biotecnologie","iC21","2021","130.000"
"Università della Tuscia","0560106200200005 - Biotecnologie","L-2 - Biotecnologie","iC21","2022","105.000"
"Università della Tuscia","0560106200200005 - Biotecnologie","L-2 - Biotecnologie","iC21","2023","82.000"
"Università della Tuscia","0560106200200005 - Biotecnologie","L-2 - Biotecnologie","iC21","2024","61.000"
"Università di Udine","0300106200200002 - Biotecnologie","L-2 - Biotecnologie","iC14","2020","29.000"
"Università di Udine","0300106200200002 - Biotecnologie","L-2 - Biotecnologie","iC14","2021","34.000"
"Università di Udine","0300106200200002 - Biotecnologie","L-2 - Biotecnologie","iC14","2022","27.000"
"Università di Udine","0300106200200002 - Biotecnologie","L-2 - Biotecnologie","iC14","2023","36.000"
"Università di Udine","0300106200200002 - Biotecnologie","L-2 - Biotecnologie","iC14","2024","39.000"
"Università di Udine","0300106200200002 - Biotecnologie","L-2 - Biotecnologie","iC21","2020","48.000"
"Università di Udine","0300106200200002 - Biotecnologie","L-2 - Biotecnologie","iC21","2021","52.000"
"Università di Udine","0300106200200002 - Biotecnologie","L-2 - Biotecnologie","iC21","2022","55.000"
"Università di Udine","0300106200200002 - Biotecnologie","L-2 - Biotecnologie","iC21","2023","55.000"
"Università di Udine","0300106200200002 - Biotecnologie","L-2 - Biotecnologie","iC21","2024","48.000"
"Carlo Bo","0410106200200001 - BIOTECNOLOGIE","L-2 - Biotecnologie","iC14","2020","43.000"
"Carlo Bo","0410106200200001 - BIOTECNOLOGIE","L-2 - Biotecnologie","iC14","2021","44.000"
"Carlo Bo","0410106200200001 - BIOTECNOLOGIE","L-2 - Biotecnologie","iC14","2022","44.000"
"Carlo Bo","0410106200200001 - BIOTECNOLOGIE","L-2 - Biotecnologie","iC14","2023","59.000"
"Carlo Bo","0410106200200001 - BIOTECNOLOGIE","L-2 - Biotecnologie","iC14","2024","40.000"
"Carlo Bo","0410106200200001 - BIOTECNOLOGIE","L-2 - Biotecnologie","iC21","2020","54.000"
"Carlo Bo","0410106200200001 - BIOTECNOLOGIE","L-2 - Biotecnologie","iC21","2021","68.000"
"Carlo Bo","0410106200200001 - BIOTECNOLOGIE","L-2 - Biotecnologie","iC21","2022","59.000"
"Carlo Bo","0410106200200001 - BIOTECNOLOGIE","L-2 - Biotecnologie","iC21","2023","94.000"
"Carlo Bo","0410106200200001 - BIOTECNOLOGIE","L-2 - Biotecnologie","iC21","2024","58.000"
"Università di Verona","0230106200200002 - Biotecnologie","L-2 - Biotecnologie","iC14","2020","70.000"
"Università di Verona","0230106200200002 - Biotecnologie","L-2 - Biotecnologie","iC14","2021","55.000"
"Università di Verona","0230106200200002 - Biotecnologie","L-2 - Biotecnologie","iC14","2022","46.000"
"Università di Verona","0230106200200002 - Biotecnologie","L-2 - Biotecnologie","iC14","2023","61.000"
"Università di Verona","0230106200200002 - Biotecnologie","L-2 - Biotecnologie","iC14","2024","68.000"
"Università di Verona","0230106200200002 - Biotecnologie","L-2 - Biotecnologie","iC21","2020","117.000"
"Università di Verona","0230106200200002 - Biotecnologie","L-2 - Biotecnologie","iC21","2021","133.000"
"Università di Verona","0230106200200002 - Biotecnologie","L-2 - Biotecnologie","iC21","2022","81.000"
"Università di Verona","0230106200200002 - Biotecnologie","L-2 - Biotecnologie","iC21","2023","94.000"
"Università di Verona","0230106200200002 - Biotecnologie","L-2 - Biotecnologie","iC21","2024","88.000"
